"record_id","site","state_territory","source","county_fips","counties_served","population_served","sample_id","sample_collect_date","sample_type","sample_matrix","sample_location","flow_rate","concentration_method","pasteurized","pcr_type","extraction_method","major_lab_method","inhibition_detect","inhibition_adjust","ntc_amplify","pcr_target","pcr_gene_target_agg","pcr_target_avg_conc","pcr_target_units","lod_sewage","pcr_target_detect","pcr_target_avg_conc_lin","pcr_target_flowpop_lin","pcr_target_mic_lin","hum_frac_target_mic","hum_frac_mic_conc","hum_frac_mic_unit","rec_eff_percent","rec_eff_target_name","rec_eff_spike_matrix","rec_eff_spike_conc","date_updated"
"26a2d820212076fb574e54d9d9c580bd","547","ks","State_Territory","20091","Johnson","66377","2da4b14ac5e4582ba0281af394c0edbf","2025-02-24","24-hr time-weighted composite","raw wastewater","wwtp","5.442","ceres nanotrap","no","qiagen dpcr","qiagen allprep powerviral dna/rna kit","2","not tested",,"no","fluav","infa1 and infa2 combined","145246.45857","copies/l wastewater","2687.0","yes","145246.45857","45077336.55849","0.00010","pepper mild mottle virus","1444894849.94938","copies/l wastewater","10.59014","bcov vaccine","raw sample","6.6","2026-07-31T11:01:00.000"
"7640d1f1da71a013dd290c7e6b1b5fc6","2416","il","State_Territory","17093","Kendall","286000","8efbd7822c7d72f56deb911fd432ae84","2025-05-08","24-hr time-weighted composite","raw wastewater","wwtp","32.13","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1 and infa2 combined","4200.0","copies/l wastewater","4050.0","yes","4200.0","1786099.95944","0.000010","pepper mild mottle virus","386730000","copies/l wastewater","132.31554","bcov vaccine","raw sample","5.884","2026-07-31T11:01:00.000"
"44c3f5c811551ef1c5e81405351331e0","444","il","State_Territory","17061","Greene","3064","8bbfdb08765a002d3f358b4a40a96c98","2025-01-02","grab","raw wastewater","wwtp","0.82","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","4050.0","no","2025.0","2051454.53655","0.00046","pepper mild mottle virus","4438125.0","copies/l wastewater","31.93734","bcov vaccine","raw sample","5.884","2026-07-31T11:01:00.000"
"fb921286dedf25f04bd8493e23844dc8","2113","wi","State_Territory","55025","Dane","391815","fd01a5632834d184d3099e5c545c83a9","2024-04-24","24-hr flow-weighted composite","raw wastewater","wwtp","42.11","ceres nanotrap","no","qiagen dpcr","promega automated tna kit","2","not tested",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","49893.0","no","24946.5","10149054.475","0.000080","pepper mild mottle virus","314080000","copies/l wastewater","49.81","bcov vaccine","raw sample","-1.0","2026-07-31T11:01:00.000"
"f2714e97e238256a9c7b46a771af0dec","300","dc","CDC_Verily","11001, 51059, 24033, 51013, 24031, 51107","Loudoun, District Of Columbia, Prince Georges, Arlington, Montgomery, Fairfax","1600000","9bc6b1823c5c120efbbc0cec478035e7","2026-07-15","24-hr time-weighted composite","post grit removal","wwtp","300.0","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","1500.0","no","750.0","532321.875","0.0","pepper mild mottle virus","171082125.14462","copies/l wastewater","53.9","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"63f929a5750dea368d52ead43483db37","128","ca","CDC_Verily","06053","Monterey","16000","4e4cf9213f5c2e47c6239120d776cd30","2025-01-02","24-hr time-weighted composite","post grit removal","wwtp","1.105","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1 and infa2 combined","25262.06375","copies/l wastewater","1500.0","yes","25262.06375","6604240.80092","0.00021","pepper mild mottle virus","117525137.08308","copies/l wastewater","39.8","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"62d7fea5a6d1a626f3212961dcea7161","408","il","State_Territory","17017","Cass","5446","39cdea437acbe3394eb9b7ba08c20807","2024-02-11","24-hr time-weighted composite","raw wastewater","wwtp","1.02","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","4050.0","no","2025.0","1435685.58575","0.000010","pepper mild mottle virus","210459375","copies/l wastewater","64.94054","bcov vaccine","raw sample","5.884","2026-07-31T11:01:00.000"
"46dac1e2157214c5e6a24cba295090a2","2205","pa","State_Territory","42091","Montgomery","8900","1cc9096552e6548cfa41c22090901db8","2025-12-28","23-hr flow-weighted composite","raw wastewater","wwtp","1.01","promega wastewater large volume tna capture kit","yes","ddpcr","promega wastewater large volume tna capture kit","9","no","no","no","fluav","infa1 and infa2 combined","347188.0","copies/l wastewater","730.0","yes","347188.0","149144708.9609","0.0066","pepper mild mottle virus","52567237","copies/l wastewater","57.59","bcov (gt-digital)","raw sample post pasteurization","6.1","2026-07-31T11:01:00.000"
"afa1ca1aea926985e972d9d5f2bb95e8","16","ak","CDC_Verily","02110","Juneau","22000","5a8df56eeeff3ca28abad76eb1f1a074","2024-04-16","grab","raw wastewater","wwtp","3.0","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1","3466.10127","copies/l wastewater","1500.0","yes","3466.10127","1789169.96492","0.000030","pepper mild mottle virus","119494422.32615","copies/l wastewater","131.5","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"913caa0cdc74ff5a37033400f6ad3224","2460","al","State_Territory","01121","Talladega","15000","80e8cfde1313f6c41b9917a2213a5e19","2026-01-13","24-hr time-weighted composite","raw wastewater","wwtp","5.123","ceres nanotrap","no","ddpcr","thermo magmax microbiome ultra nucleic acid isolation kit","2","no","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","3275.8","no","1637.9","2117543.09461","0.00073","pmmov (gt-digital)","2229717.814","copies/l wastewater","17.99","bcov vaccine","raw sample","5.0","2026-07-31T11:01:00.000"
"e7961f88e4da314a5cbacf9ec5a32fe0","144","ca","State_Territory","06071","San Bernardino","325000","53f40c2a2441a32df1aa234aa23d5d34","2025-07-16","24-hr flow-weighted composite","raw wastewater","wwtp","15.69","ceres nanotrap","no","ddpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1","0.0","copies/l wastewater","1500.0","no","750.0","137060.59846","0.0","pepper mild mottle virus","1143273633","copies/l wastewater","64.7","bcov vaccine","raw sample","4.963","2026-07-31T11:01:00.000"
"afb1ddaa80ce18bfb846903fabfce480","96","ca","State_Territory","06007","Butte","101299","5330fccdb41b2bbab56ba2219f0d673c","2026-05-19","24-hr flow-weighted composite","raw wastewater","wwtp","6.53","ceres nanotrap","no","ddpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1","0.0","copies/l wastewater","1500.0","no","750.0","183012.63092","0.0","pepper mild mottle virus","422125020","copies/l wastewater","51.6","bcov vaccine","raw sample","4.963","2026-07-31T11:01:00.000"
"6564d707435ba430326d783634d9f9e1","102","ca","State_Territory","06019","Fresno","650000","e22c0f3b6d78310a4ec6cf62d8bf7f6d","2023-10-10","24-hr flow-weighted composite","raw wastewater","wwtp","57.17","ceres nanotrap","no","ddpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1","3445.0","copies/l wastewater","1500.0","yes","3445.0","1146979.9854","0.000010","pepper mild mottle virus","680402950","copies/l wastewater","58.9","bcov vaccine","raw sample","4.963","2026-07-31T11:01:00.000"
"75abd15f25824fe22accf8c6831ace70","456","il","State_Territory","17097","Lake","126629","df1a39d9ca0c42aeaded73f8871df419","2024-05-15","24-hr time-weighted composite","raw wastewater","wwtp","24.2","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1 and infa2 combined","8250.0","copies/l wastewater","4050.0","yes","8250.0","5968262.48332","0.000020","pepper mild mottle virus","341043750","copies/l wastewater","43.51066","bcov vaccine","raw sample","5.884","2026-07-31T11:01:00.000"
"dce428f2b613c370dcd90f8fe300929f","2140","wi","State_Territory","55075","Marinette","3500","fcf09e3f929cf877524588c78887b533","2026-02-18","24-hr flow-weighted composite","raw wastewater","wwtp","0.353","ceres nanotrap","no","qiagen dpcr","promega automated tna kit","2","not tested",,"no","fluav","infa1 and infa2 combined","127920.0","copies/l wastewater","49893.0","yes","127920.0","48837889.68686","0.00171","pepper mild mottle virus","74660937","copies/l wastewater","45.872","bcov vaccine","raw sample","-1.0","2026-07-31T11:01:00.000"
"ca44e365c0c43477637854cb50c22015","1460","nc","CDC_Verily","37061, 37141","Pender, Duplin","10000","63587d14a14ac2a42a26a16e9522c1e6","2024-10-21","24-hr flow-weighted composite","post grit removal","wwtp","1.4","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1","0.0","copies/l wastewater","1500.0","no","750.0","397467.0","0.000010","pepper mild mottle virus","144375197.19385","copies/l wastewater","53.4","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"7cb2332dc51d5543be37a3e5e7fbaa46","2113","wi","State_Territory","55025","Dane","391815","ef248a23e70cf85f1794064e35348bbf","2024-06-18","24-hr flow-weighted composite","raw wastewater","wwtp","41.61","ceres nanotrap","no","qiagen dpcr","promega automated tna kit","2","not tested",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","49893.0","no","24946.5","10028548.01008","0.00011","pepper mild mottle virus","225840000","copies/l wastewater","49.81","bcov vaccine","raw sample","-1.0","2026-07-31T11:01:00.000"
"83bd8ecd28e2c75f56a2db616f26e708","360","hi","CDC_Verily","15003","Honolulu","400000","195d3448ef1ba1f99724343d49e163fe","2025-09-10","24-hr flow-weighted composite","post grit removal","wwtp","55.0","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","1500.0","no","750.0","390369.375","0.000010","pepper mild mottle virus","92275090.14154","copies/l wastewater","35.4","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"18cfafe0976748b13020167cd4b8ba75","2453","ca","CDC_Verily","06039","Madera","60000","c8b08179ffb07c6b77d509262cb8d9fb","2026-01-29","grab","post grit removal","wwtp","5.0","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1 and infa2 combined","6678.17139","copies/l wastewater","1500.0","yes","6678.17139","2106629.16437","0.000020","pepper mild mottle virus","282841289.84615","copies/l wastewater","20.7","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"4875794df3655b4379718530345ebfb6","2122","wi","State_Territory","55031","Douglas","28000","11b0a801ae348c80ac8690bfbc115d19","2022-10-11","24-hr time-weighted composite","raw wastewater","wwtp","2.055","ceres nanotrap","no","qiagen dpcr","promega automated tna kit","2","yes","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","49893.0","no","24946.5","6930669.59502","0.000080","pepper mild mottle virus","293920000","copies/l wastewater","68.392","bcov vaccine","raw sample","5.013","2026-07-31T11:01:00.000"
"5cd700bd6787e883c383bb1317f2e71a","1768","pa","CDC_Verily","42019","Butler","45000","0801e4728234f4c1e68660052ce34cb9","2024-04-17","24-hr flow-weighted composite","raw wastewater","wwtp","3.2","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1","0.0","copies/l wastewater","1500.0","no","750.0","201888.0","0.0","pepper mild mottle virus","196264573.31692","copies/l wastewater","83.0","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"63e21f565205419e42ee8b7cbbf46f18","126","ca","CDC_Verily","06051","Mono","8200","4c71dc7a1d59f816e7289cf6b2bc9174","2026-05-11","24-hr time-weighted composite","raw wastewater","wwtp","1.14","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","1500.0","no","750.0","394697.19512","0.0","pepper mild mottle virus","739498122.09231","copies/l wastewater","85.2","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"fd589ee96bfd89dc2c914a722117b307","451","il","State_Territory","17093","Kendall","23000","89ee6a1ac7321983ebe07a70a3a1abbb","2025-02-26","24-hr time-weighted composite","raw wastewater","wwtp","2.111","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1 and infa2 combined","125250.0","copies/l wastewater","4050.0","yes","125250.0","43516094.3413","0.00032","pepper mild mottle virus","387150000","copies/l wastewater","43.92316","bcov vaccine","raw sample","5.884","2026-07-31T11:01:00.000"
"2d0f188283f0ada9e5f56c38ef3155c4","529","in","State_Territory","18141","St Joseph","130000","3ac7897e7f553ea29e566c0df19fbadb","2025-09-23","24-hr flow-weighted composite","raw wastewater","wwtp","31.7","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","no","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","24960.0","no","12480.0","11519729.28","0.000070","pmmov (gt-digital)","186880000","copies/l wastewater","386.38298","bcov vaccine","raw sample","4.63","2026-07-31T11:01:00.000"
"c98206b5837897838374f4de00b44a88","172","ca","State_Territory","06083","Santa Barbara","77600","5d3d7b5f0ae84935a102b3d75b22d15b","2026-07-13","24-hr time-weighted composite","raw wastewater","wwtp","5.0784","ceres nanotrap","no","ddpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1","0.0","copies/l wastewater","1500.0","no","750.0","185796.79794","0.0","pepper mild mottle virus","1005165430","copies/l wastewater","79.8","bcov vaccine","raw sample","4.963","2026-07-31T11:01:00.000"
"e8c35bae338a8330a5eeb1f85b2ac1e9","357","hi","State_Territory","15001","Hawaii","32604","8968b9be5133d3e6132768ca1962bfa1","2025-03-21","24-hr flow-weighted composite","raw wastewater","wwtp","3.6","ceres nanotrap","no","qiagen dpcr","qiagen allprep powerviral dna/rna kit","2","no","no","no","fluav","infa1 and infa2 combined","469.57714","copies/l wastewater","4043.87","no","2021.935","845104.83059","0.000070","pepper mild mottle virus","30659622.85714","copies/l wastewater","3.64895","bcov vaccine","raw sample","7368.18","2026-07-31T11:01:00.000"
"0078078252a0722c39a6f9819f8e0ed2","2125","wi","State_Territory","55039","Fond Du Lac","65000","095441715ffae3cf2db0d876b0290734","2024-05-26","24-hr flow-weighted composite","raw wastewater","wwtp","21.296","ceres nanotrap","no","qiagen dpcr","promega automated tna kit","2","not tested",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","49893.0","no","24946.5","30938986.42316","0.00055","pepper mild mottle virus","45032000","copies/l wastewater","35.833","bcov vaccine","raw sample","-1.0","2026-07-31T11:01:00.000"
"58683bf789821ae36c938338dae1368b","2126","wi","State_Territory","55043","Grant","11000","0d1cff8eaf19258ac8045193a5f7c8c6","2023-09-04","24-hr flow-weighted composite","raw wastewater","wwtp","0.979","ceres nanotrap","no","qiagen dpcr","promega automated tna kit","2","no",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","49893.0","no","24946.5","8404490.8179","0.00020","pepper mild mottle virus","122800000","copies/l wastewater","34.521","bcov vaccine","raw sample","4.336","2026-07-31T11:01:00.000"
"d3212fca87b8a731606c63137bab6bff","484","il","State_Territory","17163","Saint Clair","26150","ae33f454ec569b0ae4a7dd3373003401","2025-12-15","24-hr time-weighted composite","raw wastewater","wwtp","3.3","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","4050.0","no","2025.0","967339.78967","0.000020","pepper mild mottle virus","111795000","copies/l wastewater","97.82802","bcov vaccine","raw sample","5.884","2026-07-31T11:01:00.000"
"d5fdb2aafd53736a127b4ffe081ac485","2182","wy","CDC_Verily","56033","Sheridan","18000","bae39ed382ba17daa9293a49eceb9478","2025-07-16","24-hr time-weighted composite","post grit removal","wwtp","2.8","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","1500.0","no","750.0","441630.0","0.000010","pepper mild mottle virus","57871089.05846","copies/l wastewater","107.6","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"56337f2ff2ef059f43418584cf58f9e4","484","il","State_Territory","17163","Saint Clair","26150","e0642ba90754c81d5b6b7e571b49722f","2024-06-12","24-hr time-weighted composite","raw wastewater","wwtp","5.0","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","4050.0","no","2025.0","1465666.34799","0.000020","pepper mild mottle virus","119165625","copies/l wastewater","35.35098","bcov vaccine","raw sample","5.884","2026-07-31T11:01:00.000"
"0d6878835b71026f8660e810491b7865","487","il","State_Territory","17163","Saint Clair","85593","2ed808a88f90620b569e5d914505296e","2024-11-21","24-hr manual composite","raw wastewater","wwtp","8.2","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","4050.0","no","2025.0","734365.74253","0.000060","pepper mild mottle virus","32568750","copies/l wastewater","25.51736","bcov vaccine","raw sample","5.884","2026-07-31T11:01:00.000"
"2a8caaa58c916d847c8f934df24d0b4a","190","ca","State_Territory","06111","Ventura","250000","15fcc9cfad88fbf4492f5551420d9055","2024-06-27","24-hr flow-weighted composite","raw wastewater","wwtp","24.0","ceres nanotrap","no","ddpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1","1938.4","copies/l wastewater","1500.0","yes","1938.4","704411.45856","0.0","pepper mild mottle virus","2005297140","copies/l wastewater","71.6","bcov vaccine","raw sample","4.963","2026-07-31T11:01:00.000"
"16775a5070a5143f86131464ebf31630","169","ca","CDC_Verily","06081","San Mateo","27000","1ec77a7e99b61252e54f6d8412c31af0","2025-07-29","24-hr flow-weighted composite","post grit removal","wwtp","1.5","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","1500.0","no","750.0","157725.0","0.0","pepper mild mottle virus","222804293.12","copies/l wastewater","128.7","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"188f2854fa362f33b59de73c11232a12","141","ca","CDC_Verily","06069","San Benito","43000","f70c15fb70c1b250133ed2eaddd8c664","2025-07-28","grab","raw wastewater","wwtp","2.9","ceres nanotrap","no","ddpcr","thermo magmax viral/pathogen nucleic acid isolation kit","2","no","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","1500.0","no","750.0","191470.81395","0.0","pepper mild mottle virus","399401292.06154","copies/l wastewater","50.0","bcov vaccine","clarified sample","5.0","2026-07-31T11:01:00.000"
"54430be4447f667358829f05a97cafb9","419","il","State_Territory","17031","Cook","1263110","52b2fe42b236b6f3107cb5a848e16ddc","2024-11-06","24-hr time-weighted composite","raw wastewater","wwtp","230.78","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","4050.0","no","2025.0","1400534.46596","0.000010","pepper mild mottle virus","136068750","copies/l wastewater","61.57793","bcov vaccine","raw sample","5.884","2026-07-31T11:01:00.000"
"676055f6fa841d71c53ce311323f9a0b","523","in","State_Territory","18105","Monroe","67500","f66d882d2dd9c7e68ba62a5941c7212f","2024-10-09","24-hr time-weighted composite","raw wastewater","wwtp","9.34","ceres nanotrap","no","qiagen dpcr","promega ht tna kit","0","no","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","24960.0","no","12480.0","6536864.256","0.000050","pmmov (gt-digital)","230720000","copies/l wastewater","99.51773","bcov vaccine","raw sample","4.63","2026-07-31T11:01:00.000"
"1027efee1bb99f72c9f18f101443a6f9","568","ky","State_Territory","21111","Jefferson","349850","5c0f8a62d673ea178b7a53044f4e7bf7","2026-04-21","24-hr flow-weighted composite","raw wastewater","wwtp","53.796","ceres nanotrap","no","dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","2","not tested","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","300000.0","no","150000.0","87311438.50222","0.00014","pepper mild mottle virus","9.02","log10 copies/l wastewater","3.65","brsv vaccine","raw sample","316088787.3","2026-07-31T11:01:00.000"
"ceff8a71cb431043a733f572f43cc912","519","in","State_Territory","18093","Lawrence","12000","dcf0d3fee451b4d2d137d82cd61d5b7a","2025-04-07","24-hr time-weighted composite","raw wastewater","wwtp","5.224","ceres nanotrap","no","qiagen dpcr","promega ht tna kit","0","no","no","no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","24960.0","no","12480.0","20565926.784","0.00277","pmmov (gt-digital)","4497600.0","copies/l wastewater","156.67139","bcov vaccine","raw sample","4.63","2026-07-31T11:01:00.000"
"75693b9eb835271e2b906b1c0b38af22","405","il","State_Territory","17011","Bureau","7555","4a466e42051f049289f7ad04cd13266c","2024-05-23","24-hr time-weighted composite","raw wastewater","wwtp","1.311","ceres nanotrap","no","qiagen dpcr","thermo magmax microbiome ultra nucleic acid isolation kit","1","not tested",,"no","fluav","infa1 and infa2 combined","0.0","copies/l wastewater","4050.0","no","2025.0","1330163.50563","0.000050","pepper mild mottle virus","42778125","copies/l wastewater","23.41324","bcov vaccine","raw sample","5.884","2026-07-31T11:01:00.000"
